45.6568 	EXP 	text_2: autoDraw = False
45.6568 	EXP 	text_2: autoDraw = False
45.6568 	EXP 	digit: height = 0.5
45.6568 	EXP 	digit: height = 0.5
45.6568 	EXP 	digit: height = 0.5
45.6568 	EXP 	digit: text = '3'
45.6568 	EXP 	digit: autoDraw = True
46.6567 	EXP 	digit: autoDraw = False
46.6567 	EXP 	text_3: autoDraw = True
46.7413 	EXP 	New trial (rep=1, index=0): None
46.7569 	EXP 	text_3: autoDraw = False
46.7569 	EXP 	text_3: autoDraw = False
46.7569 	EXP 	digit: height = 0.5
46.7569 	EXP 	digit: height = 0.5
46.7569 	EXP 	digit: height = 0.5
46.7569 	EXP 	digit: text = '5'
46.7569 	EXP 	digit: autoDraw = True
47.7584 	EXP 	digit: autoDraw = False
47.7584 	EXP 	text_3: autoDraw = True
47.8426 	EXP 	New trial (rep=2, index=0): None
47.8644 	EXP 	text_3: autoDraw = False
47.8644 	EXP 	digit: height = 0.5
47.8644 	EXP 	digit: height = 0.5
47.8644 	EXP 	digit: height = 0.5
47.8644 	EXP 	digit: text = '6'
47.8644 	EXP 	digit: autoDraw = True
48.8606 	EXP 	digit: autoDraw = False
48.8606 	EXP 	text_3: autoDraw = True
48.9442 	EXP 	New trial (rep=3, index=0): None
48.9595 	EXP 	text_3: autoDraw = False
48.9595 	EXP 	digit: height = 0.5
48.9595 	EXP 	digit: height = 0.5
48.9595 	EXP 	digit: height = 0.5
48.9595 	EXP 	digit: text = '2'
48.9595 	EXP 	digit: autoDraw = True
49.9625 	EXP 	digit: autoDraw = False
49.9625 	EXP 	text_3: autoDraw = True
50.0444 	EXP 	New trial (rep=4, index=0): None
50.0621 	EXP 	text_3: autoDraw = False
50.0621 	EXP 	digit: height = 0.5
50.0621 	EXP 	digit: height = 0.5
50.0621 	EXP 	digit: height = 0.5
50.0621 	EXP 	digit: text = '4'
50.0621 	EXP 	digit: autoDraw = True
51.0641 	EXP 	digit: autoDraw = False
51.0641 	EXP 	text_3: autoDraw = True
51.1454 	EXP 	New trial (rep=5, index=0): None
51.1626 	EXP 	text_3: autoDraw = False
